pattern,count_in_file
Sort + Binary Search LIS,1
Sort + Binary Search on Answer + Greedy,1
Sort + De-duplicate + Hash Map,1
Sort + Deduplicate + Sliding Window (Two Pointers),1
Sort + Greedy (Adjacent Triplet),1
Sort + Greedy Linear Scan,1
"Sort + Insert Sort descending by height (h), then ascending by (k). Insert people into a list at index k.",1
Sort + Longest Increasing Subsequence (LIS) via Binary Search,1
Sort + Prefix Check (or Trie),1
Sort + Tracking Next Available,1
Sort + Two Anchors + Squeeze,1
Sort + Two Pointers (Greedy),1
Sort + Two Pointers (Left/Right),1
Sort + Two Pointers.,1
Sort Both Arrays + Sequential Pairing. O(N log N),1
Sort Buffer (Visualize the O(N) or O(log N) extra space used by sorting).,1
Sort Buffer (Visualizing the O(N) memory used to rearrange the array).,1
Sort Buffer (Visualizing the O(N) or O(log N) extra space used by the sorting algorithm).,1
Sort by End Time + Binary Search + 2D Dynamic Programming (dp[i][quota]). (O(N log N)),1
Sort by Start (Asc) and End (Desc) + Greedy Scan,1
Sort Dictionary + Two Pointers.,1
"Sort edges by time, use Disjoint Set Union (DSU). Start with C=V components. Decrement C for every successful union. Stop when C == K.",1
Sort Intervals + Sliding Window snapped to Interval Boundaries (Two passes: Left/Right). (O(N log N)),1
Sort OR Linear Scan for Top 3 and Bottom 2.,1
Sort the array + Binary Search on the Answer Space + Greedy Checking.,1
Sorted Time Processing + DSU with Reset,1
Sorting & Median Finding,1
"Sorting (Attack Desc, Defense Asc) + 1-Pass Greedy",1
Sorting (by Ratio) + Max-Heap (for Quality).,1
Sorting + 1D Dynamic Programming (Knapsack variant),1
Sorting + 2D Dynamic Programming (or Max-Heap Greedy).,1
Sorting + Adjacent Comparison,1
Sorting + Adjacent Comparison OR Trie Insertion. O(N log N · L),1
Sorting + Adjacent Swaps,1
Sorting + Arithmetic Progression.,1
Sorting + Binary Search,1
Sorting + Binary Search (By Height),1
Sorting + Binary Search (Prefix Sums).,1
Sorting + Binary Search (Range Check),1
Sorting + Binary Search + Suffix Max,1
Sorting + Binary Search on Answer Space.,1
Sorting + Combinatorics + Hash Map,1
Sorting + Comparison Math,1
Sorting + Contribution of Each Element.,1
Sorting + Contribution Technique + Combinatorics. O(N log N),1
Sorting + Cross-Multiplication,1
Sorting + DP (Longest Increasing Subsequence Variant),1
Sorting + DP on Chains,1
Sorting + Dynamic Programming,1
Sorting + Dynamic Programming (Prefix Sum),1
Sorting + Dynamic Programming + Binary Search,1
Sorting + Dynamic Programming / Two Pointers,1
Sorting + Fenwick Tree (Binary Indexed Tree),1
Sorting + Fixed-Size Sliding Window,1
Sorting + Frequency Counting,1
Sorting + Frequency Map (or Queue),1
Sorting + Gap Calculation,1
Sorting + Greedy (or 1D DP),1
Sorting + Greedy (Sliding Window),1
Sorting + Greedy / Two-Pass Max Search.,1
Sorting + Greedy Accumulation,2
Sorting + Greedy Accumulation.,1
Sorting + Greedy Allocation,1
Sorting + Greedy Alternating Distribution.,1
Sorting + Greedy Boundary Check,1
Sorting + Greedy Candidate Validation.,1
Sorting + Greedy Counting.,1
Sorting + Greedy Extremes,1
Sorting + Greedy Matching,1
Sorting + Greedy Pairing.,1
Sorting + Greedy Pass (or Counting Sort for O(N)).,1
Sorting + Greedy Row/Col Max Tracking,1
Sorting + Greedy Subsequences,1
Sorting + Greedy Swapping,1
Sorting + Greedy Target Matching,1
Sorting + Greedy Two-Pointer (Split Search).,1
Sorting + Greedy Two-Pointer.,1
Sorting + Grouping (Disjoint Connectivity),1
Sorting + Linear Interval Merge,1
Sorting + Linear Scan,1
Sorting + Math (Prefix Sum Logic).,1
Sorting + Merge Intervals + Modular Exponentiation.,1
Sorting + Merging Intervals,1
Sorting + Min-Heap (Sliding Window of Top K).,1
Sorting + Monotonic Arrival Times.,1
Sorting + Parity Segregation,1
Sorting + Prefix Maximum + Binary Search,1
Sorting + Prefix Sum + Binary Search,1
Sorting + Prefix Sum + Two Pointers/Binary Search,1
Sorting + Prefix Sums + Binary Search,2
Sorting + Prefix Sums + Binary Search (Two-Pointer Optimization),1
Sorting + Single Pass Optimization,1
Sorting + Sliding Window (Fixed Size 3),1
Sorting + Sliding Window (Fixed Size K),1
Sorting + Sliding Window (Queue),1
Sorting + Sliding Window + Prefix Sums,1
Sorting + Sliding Window with Min-Heap of size K. O(N log N + N log K),1
Sorting + Sliding Window.,1
Sorting + Small Constant Search,1
Sorting + Sweeping Max-Y,1
Sorting + Two Pointers,5
Sorting + Two Pointers (Greedy),1
Sorting + Two Pointers (Greedy).,2
Sorting + Two Pointers (or Binary Search).,1
Sorting + Two Pointers + Backtracking,1
Sorting + Two-pass scan (Left-to-Right & Right-to-Left).,1
Sorting + Two-Pointer,1
Sorting + Window Functions (Lead/Lag) or Inequality Joins.,1
Sorting / 1D Greedy Sweep (Assuming 1D coordinate plane).,1
Sorting / Binary Search on Answer,1
Sorting / Frequency Map + Suffix Sum,1
Sorting / Window Functions (LEAD/LAG).,1
Sorting by Parity / Max Heap,1
Sorting by Start Time,1
Sorting by Value + Sorting by Index,1
Sorting Comparison or Counting Sort.,1
"Sorting Events + Lazy Counter for ""ALL"" mentions. O(M log M + N)",1
Sorting or Bucket Sort (Boolean Array).,1
Sorting Pair Sums (Boundary Logic).,1
Sorting Rows,1
Sorting with Index Tracking + Boolean Marking.,1
Sorting with Index Tracking / Max-Heap.,1
Sparse Table + Decreasing GCD Property.,1
Sparse Table / GCD Property (Unique Prefix GCDs),1
Spatial Hashing / Grid-based Priority Queues.,1
Sprague-Grundy Theorem (Bitwise XOR / Nim-Sum),1
SQL `CASE` statements with `LIKE` and `REGEXP` for vectorized pattern matching. O(N),1
SQL `GROUP BY` with Aggregate Function `MIN()`.,1
SQL Aggregation / JOIN,1
SQL Aggregation: `GROUP BY` + `COUNT()`.,1
SQL Aggregation: `GROUP BY` on multiple columns.,1
SQL Common Table Expression (CTE) with Filtering and Grouping. O(N),1
SQL Common Table Expressions (CTE) + SUM() Aggregate,1
SQL DATE_FORMAT() function.,1
SQL GROUP BY + COUNT(DISTINCT),1
SQL GROUP BY + String Aggregation + HAVING,1
SQL IS NULL,1
SQL JOIN + GROUP BY + HAVING,1
SQL Join + String Aggregation.,1
SQL JOINs + Window Functions (RANK),1
SQL LEAST() and GREATEST() Functions,1
SQL Left Outer Join.,1
SQL Length Function (LENGTH/CHAR_LENGTH),1
SQL LIKE Operator / String Matching,1
SQL Logical Indexing (`AND` condition).,1
SQL Recursive CTE + Anti-Join,1
SQL REGEXP_REPLACE / Nested String Functions,1
SQL Self-Join with Inequality Constraints.,1
SQL String Aggregation (`GROUP_CONCAT` / `STRING_AGG`).,1
"SQL String Functions ( CONCAT , LEFT ) running directly on the database engine.",1
SQL String Functions (INITCAP / Regex),1
SQL UNION ALL (Unpivoting).,1
SQL UPDATE + CASE WHEN,1
SQL Window Function (Cumulative Sum),1
SQL Window Function: `LEAD()` over Partition.,1
SQL Window Functions (`RANK()` or `DENSE_RANK()`),1
SQL Window Functions (Cumulative Sum/Running Total) + CTEs,1
SQL Window Functions (LAG/LEAD) / Pandas `groupby().rolling()`.,1
SQL Window Functions (RANK / DENSE_RANK),1
SQL Window Functions + Common Table Expressions (CTEs),1
Square of Prime Property,1
Square Root Decomposition (Block separation).,1
Square Root Decomposition or Fenwick Tree.,1
Square Root Divisor Hunt,1
Square Root Factor Pairing,1
"Square Root Factorization + Dynamic Programming. Only check up to √N to find all factors, then use DP to find balanced subsets.",1
Square Root Search (Greedy),1
Square-Free Part Grouping,1
Stable Sort / Map of Lists,1
Stack (Greedy Elimination),1
Stack (Greedy Simplification).,1
Stack (Iterative Evaluation),1
Stack (LIFO processing).,1
Stack (LIFO),2
Stack (LIFO) / Two Pointers,1
Stack (Push/Pop on Chunks),1
"Stack (Right-to-Left) Scan the string backwards. If you hit a `?`, pop the next two values from the stack and push the result based on the condition.",1
Stack (Simulation of BODMAS/PEMDAS).,1
Stack / Amortized Character Matching,1
Stack / Amortized Sliding Window,1
Stack / Array Depth Tracking,1
Stack / Integer Counter,1
Stack / Previous-Word Pointer,1
Stack / Two-Pass Filtering,1
Stack Data Structure.,1
Stack Frame Explosion (Visualizing a call stack N-levels deep repeated billions of times).,1
"Stack or ""Core Value"" Summation.",1
Stack Simulation,1
Stack with Frequency Pairs,1
Stack-Based Character Matching,1
Stack-based Evaluation.,1
Stack-based Expression Parsing + Dynamic Programming (bottom-up costs).,1
Stack-based Interval Calculation.,1
Stack-based Iterative Construction.,1
Stack-Based Iterative Parsing,1
Stack-based Parsing + State Machine.,1
Stack-Based Parsing / Grammar state machine,1
Stack-based Pattern Matching,1
"Stack-Based Reversal Use a stack to push 1, 2, 3 dots If you see 'I', pop everything to the result. If you see 'D', keep pushing.",1
Stack-Based Segment Reversal,1
Stack-Based Single Pass with Sign Tracking,1
Stack-based Single Pass.,1
Staircase Search (Saddleback),1
Staircase Search (Top-Right Start),2
Standard BFS/DFS Connected Components. Accumulate a `running_sum` during the traversal. Modulo K at the very end of the island.,1
Standard Binary Search,1
Standard Dijkstra's Algorithm using an Adjacency List and a Min-Heap (Priority Queue).,1
Standard Library formatting (bin/format),1
Standard Simulation (Loop) or Math (Square root approach).,1
Standard Trie with wordCount and prefixCount variables at each node.,1
Standardization via Pre-filtering + Template Mapping.,1
Start at Square Root Start W at lfloor√{N}rfloor and decrement until N % W == 0. This ensures L and W are as close as possible.,1
State Array Snapshots (Drawing the entire array state for every microscopic time increment).,1
State Encoding (Bitmask) + Hash Map,1
State Machine / 1D Dynamic Programming,1
State Machine / Concurrent Counters,1
State Machine / Deterministic Parsing,1
State Machine / Single Counter tracking contiguous valid states.,1
State Machine DP / Greedy,1
State Machine DP / Left-Right Precomputation.,1
State Machine DP / Math,1
State Tracking (Depth Counter).,1
State Tracking (Parity / Flip Count),1
State Tracking / Greedy,1
State Transition Counting (Adjacent Differences),1
State-Layered Dijkstra (BFS with 2-Layer States).,1
"State-Space Dijkstra's Algorithm. State = (Node, Arriving_Direction).",1
Stateful Counter + Hash Map,1
Static Array Memory (Visualizing a large block of heap memory occupied by fixed integers).,1
String Aggregation (GROUP_CONCAT),1
String Builder / Pre-allocated Array,1
String Builder / Two Pointers (In-place if allowed).,1
String Chunking / Substring Math.,1
String Comparison (In-place `startsWith`).,1
String Comparison / Line Overlap,1
"String Concatenation (Better for scale/many conditions). Append ""Fizz"" if mod 3, append ""Buzz"" if mod 5. Output if empty.",1
String Concatenation (Double Check),1
String Concatenation + Substring functions,1
String Concatenation Buffer (Visualizing the creation of 6 massive new strings in the heap).,1
"String Doubling Trick Concatenate S+S. Remove the first and last characters. If S is still a substring of the result, it has a repeated pattern.",1
String Functions + Aggregation,1
String Hashing + Center Expansion.,1
String Iteration / Character Counting.,1
String Iteration / Simulation,1
String Manipulation / Math,1
String Mutation Buffer (Visualizing repeated string recreations for each swap in languages with immutable strings).,1
String Parsing + Hash Map (Frequency Counter).,1
String Parsing + HashSet,1
String Parsing with Strict Validation Pruning.,1
String Predicate Filtering,1
String Slice Memory (Draw many temporary substring copies being created in the heap).,1
String Slicing / Cyclic Shift,1
String Split + Bucket Array mapping.,1
String Splitting (by '#') + Segment Matching,1
String Splitting + Hash Map,1
StringBuilder / String Join with Index-based Suffix.,1
Subarray Buffer (Visualizing the heap filling with transient slices of the input array).,1
Subquery / CTE with Date Arithmetic.,1
Subquery / NOT IN clause.,1
Subquery Grouping with HAVING count = 1.,1
Subquery with In-Clause or Window Functions.,1
Subquery with LIMIT 1 OFFSET 1 wrapped in IFNULL .,1
Substring Slicing + Direct Integer Comparison,1
SUBSTRING_INDEX / Regex + Group By,1
Suffix Array Traversal (Right-to-Left Scan).,1
Suffix Automaton (SAM) or Rolling Hash,1
"Suffix Greedy Search (Targeting ""00"", ""25"", ""50"", ""75"")",1
Suffix Sum of Shifts.,1
Suffix Trie (Inverted Prefix Tree).,1
SUM(CASE) / AVG(IF),1
Sweep Line + Segment Tree,1
Sweep Line + Segment Tree (with Lazy Propagation/Coverage Count). O(N log N),1
Sweep Line / Difference Array,1
Sweep Line Algorithm (TreeMap),1
Sweep Line Algorithm + Max Heap / TreeMap,1
Symmetric Construction (Pairing),1
Symmetry Grouping (2x2 Blocks + Centroids),1
Synchronization (Mutex/Locking),1
Synchronization (Semaphores / Mutex + Conditions),1
Synchronized DFS / BFS,1
Target Index Mapping + Longest Increasing Subsequence (LIS) via Patience Sorting.,1
Targeted Filter + Distinct (SQL),1
Tarjan's / Bridges (DFS Discovery Time),1
Temporal State Snapshots (Visualizing the position of every robot at every tick of time).,1
Temporary Join Tables (Visualizing the SQL engine creating massive intermediate tables for each join).,1
Temporary Object Accumulation (Creating massive amounts of intermediate merged objects).,1
Temporary Property Allocation (Mutation of the target object).,1
Temporary Reversed String Buffers (Creating a reversed copy for every comparison).,1
Temporary String Buffers (Visualizing multiple string concatenations and copies).,1
The Circular Link (Ring),1
The Reversal Algorithm.,1
Thread Pool + Thread-Safe Queue/Set,1
Three Pointers,1
Three Pointers (Backward Fill),1
Three Pointers (Dynamic Programming),1
Three-Case Greedy Analysis,1
Three-Phase Linear Scan,1
Three-Pointer Simulation (Single-Pass Result Array).,1
Three-Pointer Sliding Window (Tracking Indices),1
Tokenization + `startsWith`,1
Top-3 Largest Gaps + Prefix/Suffix Max Gaps. O(N),1
Top-3 Length Tracking per Character,1
Top-3 Row Candidates + Backtracking,1
"Top-3 Variables Keep `first`, `second`, `third` initialized to -Infinity. Update them sequentially as you iterate O(N).",1
Top-Down DFS (Tree Path Sum),1
Top-Down DFS with State Passing,2
Topological Sort (DFS with 3 States or Kahn's BFS),1
Topological Sort (Kahn's Algorithm / BFS),2
Topological Sort (Kahn's Algorithm),1
Topological Sort (Kahn's Algorithm) / BFS.,1
Topological Sort (Kahn's or DFS),1
Topological Sort (Kahn's) + Dynamic Programming,1
Topological Sort (Kahn's) + Dynamic Programming.,1
Topological Sort (Kahn's) Build a graph of dependencies. Check if at every step there is exactly 1 node with an in-degree of 0.,1
Topological Sort (Kahn’s) or Memoized DFS.,1
Topological Sort / BFS from Leaves (Peeling the Onion),1
Topological Sorting (Peeling leaves like an onion),1
Tortoise and Hare (Slow & Fast Pointers).,1
Total Cost - Max Character Frequency Cost,1
Transpose + Reverse Rows,1
Traveling Salesperson (TSP) with Bitmask DP,1
Tree Centroid Decomposition / Subtree Weight Sums.,1
Tree DFS/BFS Depth Mapping + Frequency Hashing + Mathematical Convolution/Lookup.,1
Tree Diameter Endpoints (2/3 DFS Passes),1
Tree DP (Bottom-Up State),1
Tree DP (Post-order Traversal),2
Tree DP (Re-rooting Technique).,1
Tree DP (Rerooting / 2-Pass DFS),1
Tree DP + Centroid Decomposition / Contribution of Edges,1
Tree DP + Frequency Map (BFS/DFS),1
Tree DP + Memoization (State Reduction via Bit Shifts),1
Tree DP / Re-rooting Technique,1
Tree DP with Combinatorics,1
Tree DP with Greedy Sorting,1
Tree DP with Rerooting (Change of Root).,1
Tree Dynamic Programming (Bottom-Up).,1
Tree Dynamic Programming (House Robber Style),1
Tree Dynamic Programming (Kadane's on Trees),1
Tree Dynamic Programming (Min Cost to Satisfy),1
Tree Dynamic Programming (Post-order Traversal),1
Tree Dynamic Programming (Rerooting or Diameters).,1
Tree Partitioning / Subtree Counting,1
Treemap (Sorted Dictionary),1
TreeMap + Max-Heap (or Sorting).,1
TreeMap / Frequency Map + Smallest Element Processing.,1
TreeMap / Ordered Map (Next/Prev Greater Element),1
TreeMap of Sorted Lists (Coordinate Grouping),1
Trie (Prefix Tree),1
Trie (Prefix Tree) + DFS Backtracking for '.',1
Trie (Prefix Tree) + DFS.,1
Trie (Prefix Tree) + DFS/BFS,1
Trie (Prefix Tree) + Min-Heap/Caching.,1
Trie (Prefix Tree) / Hash Map,1
Trie (Prefix Tree) Node Structure,1
Trie (Prefix Tree) with Frequency Counters,1
Trie (Prefix Tree) with Reversed Search.,1
Trie (Prefix Tree) with Wildcard/Parameter Support.,1
Trie (Prefix Tree).,2
Trie (Prefix/Suffix) or Hashing with Word Splitting,1
Trie + Backtracking DFS on Grid,1
"Trie + DFS/Memoization Sort words by length. Insert into a Trie. For each word, use DFS to see if it can be formed by existing Trie words.",1
Trie + Dynamic Programming,1
Trie + Floyd-Warshall + DP,1
Trie + Merkle Hashing (Post-order),1
Trie of Combined Strings (suffix + { + prefix),1
Trie with DFS / Generalized Neighbors.,1
Trie with Pairwise Character Keys,1
Trie with Weight Accumulation.,1
Trie-Based Backtracking,1
Trie-Based Backtracking Use a Trie to instantly find all words that start with a specific prefix (the prefix being the current column's characters).,1
Trie-based Directory Structure.,1
Trie-Based Dynamic Programming,1
Trillions of Digit Arrays (Visualizing the CPU bottleneck from converting numbers to strings repeatedly).,1
Trillions of temporary string allocations for digit extraction.,1
Trust Score Array (In-Degree vs Out-Degree),1
Two Counters (Left/Right Passes),1
Two Deques (Balanced Halves),1
Two Dummy Nodes (Merging Streams),1
Two Hash Maps (Double Tally),1
Two Hash Maps + Min-Heap (Sorted Set),1
Two Hash Maps + Priority Queues (Sorted Sets),1
Two Hash Maps / Frequency-of-Frequency Tracking.,1
Two Hash Maps / One Map + Indexing,1
Two Hash Maps / Two Frequency Arrays,1
Two HashSets (Unique Intersection),1
"Two Heaps (Balance) / TreeSet Use a Max-Heap for the left half and a Min-Heap for the right half. Use ""Lazy Removal"" with a Hash Map to handle elements leaving the window.",1
Two Heaps (Median) + Hash Map & Treap/SortedSet (Mode),1
Two Heaps (Min-Heap & Max-Heap),1
Two Heaps (Min-Heap / Max-Heap) or Balanced BST.,1
"Two Heaps (Min-Heap for Capital, Max-Heap for Profit) / Greedy.",1
Two Heaps (Priority Queues) + Prefix/Suffix Sums.,1
Two Heaps (Priority Queues) / TreeSet,1
Two Independent BFS/DFS Passes,1
Two Min-Heaps (Priority Queues),2
"Two Min-Heaps (Priority Queues): One for unused rooms, one for engaged rooms (endTime, roomIdx).",1
Two Monotonic Stacks + Priority Queue,1
Two Passes (Prefix and Suffix) using Max-Heaps of size K.,1
Two Pointers (Expanding from k).,1
Two Pointers (Fast & Slow Ruler Slide).,1
Two Pointers (Generator/Consumer) Use an `int[]` or `char[]` and two pointers: `head` (reading how many) and `tail` (writing what's next).,1
Two Pointers (Gravity logic) + Standard Matrix Rotation.,1
Two Pointers (Greedy Matching),1
Two Pointers (Greedy Simulation).,1
Two Pointers (Greedy Squeeze),1
Two Pointers (Greedy Subsequence Match),1
Two Pointers (Greedy),2
Two Pointers (Greedy).,1
Two Pointers (In-place Swap),3
Two Pointers (In-Place Write),1
Two Pointers (In-place),2
Two Pointers (Inward Convergence),1
Two Pointers (Inward Convergence).,1
Two Pointers (Inward Meeting),1
Two Pointers (Inward Search),1
Two Pointers (Inward Squeeze),1
"Two Pointers (Left & Right) converging to center, using a Hash Set for vowels.",1
Two Pointers (Left and Right).,1
Two Pointers (Linked List Intersection Style),1
Two Pointers (Marker Placement),1
Two Pointers (Merge Sort Style),1
Two Pointers (Nested Indexing),1
Two Pointers (One-Pass).,1
Two Pointers (Optimal Suffix Comparison),1
Two Pointers (Optimized Prefix/Suffix),1
Two Pointers (Outside-In) + Middle Checking,1
Two Pointers (Parabolic Extremity),1
Two Pointers (Parallel Pointers).,1
Two Pointers (Parallel Scan),1
Two Pointers (Prefix/Suffix Scan),1
Two Pointers (Prefix/Suffix),1
Two Pointers (Read & Write),1
Two Pointers (Read/Write) Use `read` and `write` pointers. `read` finds the end of a group; `write` updates the array in-place.,1
Two Pointers (Reader/Writer),1
Two Pointers (Relative Order & Constraints),1
Two Pointers (Reverse Scanning).,1
Two Pointers (Right to Left) Traverse both strings backwards. Add digits plus carry. Append to StringBuilder and reverse.,1
Two Pointers (Sequential Match),1
Two Pointers (Sliding Window) + Arithmetic Progression.,1
Two Pointers (Sliding Window) + Frequency Map.,1
Two Pointers (Slow/Fast with Offset),1
"Two Pointers (Slow/Fast) Use Floyd's Cycle-Finding algorithm. A fast pointer moves 2 steps, slow moves 1. Check for direction changes or single-node loops.",1
Two Pointers (Sort + Shrink).,1
Two Pointers (Sorted Array Property).,1
Two Pointers (Sorted) or Hash Map (Frequency),1
Two Pointers (Start and End of Run).,1
Two Pointers (String validation).,1
Two Pointers (Subsequence Match with Constraints).,1
Two Pointers (Vowel-Selective Swap),1
Two Pointers + Dummy Node,1
Two Pointers + Greedy Backtrack,1
Two Pointers + Greedy Sort both arrays. Give the smallest cookie that satisfies the child with the smallest greed factor.,1
Two Pointers + Hash Set (skip leading zeros directly).,1
Two Pointers + Mirror Map,1
Two Pointers + Pre-allocated Array/StringBuilder.,1
Two Pointers + Prefix Min/Max Tracking,1
Two Pointers + Prefix Sum,1
Two Pointers + String Builder,1
Two Pointers / Cyclic Replacement or Sub-segment Reversal Trick.,1
"Two Pointers / Deque (Match from front, match from back).",1
Two Pointers / Greedy (Counting 1s),1
Two Pointers / Greedy Prefix Sum,1
Two Pointers / Hash Map (First & Last Occurrence),1
Two Pointers / Linear Comparison (Shift checking).,1
Two Pointers / Math (Sum of N),1
Two Pointers / Maximum Overlap,1
Two Pointers / Mirror Matching,1
Two Pointers / Run-Length Encoding (RLE) grouping.,1
Two Pointers / Single-Pass Array Traversal checking alternating non-zero boundary states.,1
Two Pointers / Single-Pass Sliding Window.,1
Two Pointers / Single-Pass String Check,1
Two Pointers / Sliding Window,1
Two Pointers / Stack-based simulation.,1
Two Pointers / String Trimming,1
Two Pointers / StringBuilder / RegEx,1
Two Pointers / Suffix Analysis / Greedy Char Selection.,1
Two Pointers / Tracking Min & Max limits,1
Two Pointers In-Place (Symmetry Swap).,1
Two Pointers on Compressed Pairs,1
Two Pointers on compressed segments.,1
Two Pointers on Difference Array.,1
Two Pointers on Monotonic Surface,1
Two Pointers on Sorted Degrees + Shared Edge Subtraction.,1
Two Pointers on Sorted Intervals,1
Two Pointers or Fermat's Theorem.,1
"Two Pointers Pointer `i` traverses the word, `j` traverses abbreviation. Parse numbers to skip `i` forward.",1
"Two Pointers with ""Skip"" Flag. O(N)",1
Two Pointers with One-Time Divergence.,1
"Two Priority Queues (Available Heap, Busy Heap).",1
"Two Priority Queues (Min-Heap for Sell, Max-Heap for Buy).",1
Two Queues (Enter and Exit) with State Tracking.,1
"Two Queues (R_index, D_index).",1
"Two separate Binary Searches (Upper Bound for negatives, Lower Bound for positives) leveraging the sorted nature of the array.",1
"Two Stacks (Amortized O(1) - ""Lazy Transfer"")",1
Two Stacks (Count Stack & String Stack),1
Two Stacks (Data Stack + Min Stack) or One Stack with Pairs.,1
Two Stacks (Predecessor & Successor),1
Two Stacks / Gap Buffer,1
Two Stacks or Doubly Linked List,1
Two Stacks Push all nodes of both lists onto two stacks. Pop from both to add from right-to-left.,1
Two Variables / Counting Consecutive Blocks,1
Two-Pass / Prefix Tracking,1
Two-Pass BFS (Level Sums),1
Two-Pass DFS (Time Map + Profit DFS),1
Two-Pass Distance Arrays OR Two Pointers (Gap Tracking).,1
Two-Pass Force Calculation or Two-Pointer Segmenting.,1
Two-Pass Greedy (Left-to-Right and Right-to-Left).,1
Two-Pass Greedy (Max Tracking),1
Two-Pass Hash Set (Prefix/Suffix),1
Two-Pass Inclusion/Exclusion (At-Most K),1
Two-Pass Linear Traversal (Head-to-Tail),1
Two-Pass Min-Sweep (Left-to-Right + Right-to-Left).,1
Two-Pass Monotonic Logic (Min/Max Tracking).,1
Two-Pass Precomputation OR One-Pass State Machine.,1
Two-Pass Prefix and Suffix Sum.,1
Two-Pass Prefix/Suffix Accumulation,1
Two-Pass Prefix/Suffix Matching + Sliding Window.,1
"Two-Pointer ""Climb""",1
Two-Pointer (In-Place).,1
Two-Pointer (Sentinel + Last Non-9),1
Two-Pointer / Boundary Tracking (Min and Second Min). O(N + M),1
Two-Pointer / Bucket Splitting,1
Two-Pointer / Greedy Counting,1
Two-Pointer / Max Tracking,1
Two-Pointer / Sliding Boundary,1
Two-pointer approach or Hash Map tracking based on the property target - (arr[i] + arr[j]) .,1
Two-Pointer Array with Modulo Arithmetic.,1
Two-Pointer Binary Search,1
Two-Pointer Bitwise Addition,1
Two-Pointer Greedy / Sorting.,1
Two-Pointer Greedy Matching,1
Two-Pointer Greedy Replacement,1
"Two-Pointer Greedy Scan or Edit Distance variant. If only specific operations are allowed (like moving to front), focus on the ""Longest Matching Suffix"".",1
Two-Pointer Greedy Simulation,1
Two-Pointer Greedy Swapping (Bubble Swaps for target positions).,1
Two-Pointer In-Place Re-linking,1
Two-Pointer In-place Reverse (or String Builder).,1
Two-Pointer In-Place Swap,1
Two-Pointer In-Place Swap (Jumping by 2k).,1
Two-Pointer In-Place Swap.,1
Two-Pointer Index Tracking (One Pass),1
Two-Pointer Integer Parsing.,1
Two-Pointer Iteration + Mathematical Concatenation.,1
Two-Pointer Iterators (Row & Col),1
Two-Pointer Jump (Step of 2),1
Two-Pointer Meeting Point + Distance Logic.,1
Two-Pointer Merging (Sorted Property).,1
Two-Pointer Position Invariant,1
Two-pointer recursive DFS (or BFS with queue).,1
Two-Pointer Ring Traversal,1
Two-Pointer Sync (Head Switching).,1
Two-Pointer Technique (Meeting in the center).,1
Two-way expansion from 'start' index.,1
Two-Way Summation (Circular Array),1
Unbounded Call Stack (Deep recursion for every valid path permutation).,1
Unbounded Integer Accumulator (Memory usage of the counter variable growing as it fails to terminate).,1
Unbounded Knapsack + Case Addition,1
Unbounded Step Counter.,1
Unified Hash Map (Frequency Counting).,1
UNION ALL + CTE / Subquery,1
UNION ALL + GROUP BY.,1
UNION ALL + Unified GROUP BY (CTEs),1
UNION ALL + Window Functions,1
UNION ALL followed by GROUP BY and ORDER BY LIMIT 1.,1
UNION ALL for Event Splitting + GROUP BY,1
UNION ALL within a CTE + Group By.,1
UNION CTE + Window/Aggregate,1
Union Find (DSU) / Greedy,1
Union Find with Path Compression,1
UNION of two filtered sets.,1
Union-Find (Connected Components),2
Union-Find (Consistency Check),1
Union-Find (Disjoint Set Union),1
Union-Find (Disjoint Set Union).,1
Union-Find (Disjoint Set),1
Union-Find (Disjoint Set) with Dynamic Group Tracking.,1
Union-Find (Disjoint Set) with Math Multiples,1
Union-Find (DSU) with Component Counting.,1
Union-Find (DSU) with Path Compression.,1
Union-Find + Prime Factorization,1
Union-Find + Sieve of Eratosthenes,1
Union-Find + Topological Sort (Indegree),1
Union-Find / Greedy Coloring + LCP Verification.,1
Union-Find or Boundary Mapping,1
Union-Find with Component Size Tracking + Adjacency Map.,1
Union-Find with Optimized Similarity Check.,1
Union-Find with Weights / Directed Graph DFS,1
"Unique Char Counting Observe unique identifiers: 'z' is only in zero, 'w' in two, 'x' in six. Subtract counts in a specific order.",1
Unique Positive Integers (Hash Set),1
Unix Pipeline ( cat | tr | sort | uniq -c | sort -nr ).,1
Update-History Log (Inverse Search),1
Upper Bound Estimation + String Search.,1
"Value Overwriting / ""Node Identity Theft""",1
valueOf() and toString() Overriding,1
Variable Sliding Window / State Counting,1
Variable-Size Sliding Window (Caterpillar Method).,1
Vector Math / State Check.,1
Vectorized Assignment: df['bonus'] = df['salary'] * 2,1
Virtual 1D Array + Hash Map mapping (Fisher-Yates Shuffle).,1
Visited Node HashSet (Visualizing extra memory to store every node ID to prevent infinite loops).,1
Visited Set / In-Place Marking.,1
Weekday Function (SQL CASE/WEEKDAY),1
Weighted Average Formula,1
Weighted Median / Binary Search on Answer,1
Welzl's Algorithm (Recursive Smallest Enclosing Circle),1
WHERE clause filtering directly in SQL engine.,1
Win-Condition Invariance Check,1
Window Function (`DENSE_RANK()`),1
Window Function (`FIRST_VALUE`) / `RANK()`,1
Window Function (`RANK()` / `ROW_NUMBER()`),1
Window Function (`RANK()`) + Pivoting,1
Window Function (AVG over Partition),1
Window Function (COUNT OVER PARTITION),1
Window Function (DENSE_RANK),1
